Project_ID,Project_Name,Project_Manager,Team_Name,Department,Project_Type,Start_Date,End_Date,Planned_End_Date,Status,Priority,Budget,Actual_Cost,Progress_%,Risk_Level,Client,Team_Size,Delay_Days,Cost_Variance,Cost_Variance_%,Is_Delayed,Is_Over_Budget
PRJ0223,Mobile App - EdTech Client D #223,Suresh Kumar,Zenith,Cloud Infrastructure,Mobile App,2024-01-17,2024-09-04,2024-09-11,Completed,High,41647.97,37665.03,100.0,High,EdTech Client D,8,0,-3982.9400000000023,-9.56,False,False
PRJ0224,Mobile App - Retail Client B #224,Neha Kapoor,Vega,Customer Platforms,Mobile App,2023-05-16,2023-12-08,2023-12-10,Completed,Critical,32884.14,28633.62,100.0,Medium,Retail Client B,14,0,-4250.52,-12.93,False,False
PRJ0225,Internal Tool - Retail Client B #225,Vikram Malhotra,Comet,AI/ML,Internal Tool,2025-03-08,2025-07-05,2025-07-07,Completed,Medium,19953.28,18888.09,100.0,Low,Retail Client B,12,0,-1065.1899999999987,-5.34,False,False
PRJ0226,API Integration - EdTech Client D #226,Rohit Sharma,Falcon,Mobile Apps,API Integration,2023-01-13,2023-08-02,2023-08-11,Completed,High,169920.56,152044.4,100.0,Medium,EdTech Client D,13,0,-17876.160000000003,-10.52,False,False
PRJ0227,Internal Tool - Fintech Client A #227,Aditya Verma,Quantum,AI/ML,Internal Tool,2024-11-08,2025-06-02,2025-06-12,Completed,Medium,72506.3,67211.55,100.0,High,Fintech Client A,6,0,-5294.75,-7.3,False,False
PRJ0228,Dashboard - Retail Client B #228,Ananya Rao,Falcon,AI/ML,Dashboard,2025-05-22,2025-10-22,2025-10-25,Completed,Low,13609.5,12468.74,100.0,Low,Retail Client B,5,0,-1140.7600000000002,-8.38,False,False
PRJ0229,ML Model - BFSI Client F #229,Divya Pillai,Comet,AI/ML,ML Model,2023-03-22,2023-08-09,2023-08-16,Completed,Low,194290.1,182518.77,100.0,Low,BFSI Client F,10,0,-11771.330000000016,-6.06,False,False
PRJ0230,Internal Tool - BFSI Client F #230,Rohit Sharma,Falcon,QA & Testing,Internal Tool,2023-02-06,2023-10-18,2023-07-28,Delayed,Low,11042.94,15849.58,100.0,Low,BFSI Client F,11,82,4806.639999999999,43.53,True,True
PRJ0231,API Integration - Govt Client G #231,Neha Kapoor,Atlas,AI/ML,API Integration,2024-01-08,2024-08-31,2024-09-05,Completed,Low,59344.62,57091.31,100.0,Medium,Govt Client G,3,0,-2253.310000000005,-3.8,False,False
PRJ0232,Mobile App - Govt Client G #232,Aditya Verma,Pulsar,QA & Testing,Mobile App,2023-04-10,2024-02-14,2023-11-20,Delayed,High,79302.39,113860.27,100.0,High,Govt Client G,13,86,34557.880000000005,43.58,True,True
PRJ0233,Dashboard - Retail Client B #233,Ananya Rao,Orion,QA & Testing,Dashboard,2023-05-24,2024-01-15,2024-01-19,Completed,Critical,253088.51,246045.15,100.0,Low,Retail Client B,14,0,-7043.360000000015,-2.78,False,False
PRJ0234,API Integration - Healthcare Client C #234,Vikram Malhotra,Atlas,Mobile Apps,API Integration,2023-04-21,2023-11-20,2023-11-30,Completed,Medium,18625.57,18025.12,100.0,Medium,Healthcare Client C,9,0,-600.4500000000007,-3.22,False,False
PRJ0235,Dashboard - Retail Client B #235,Meera Krishnan,Nimbus,QA & Testing,Dashboard,2023-01-05,2023-06-10,2023-06-19,Completed,Medium,29640.06,28056.88,100.0,High,Retail Client B,14,0,-1583.1800000000003,-5.34,False,False
PRJ0236,Data Pipeline - Retail Client B #236,Suresh Kumar,Aurora,Data & Analytics,Data Pipeline,2023-04-17,2023-08-16,2023-08-24,Completed,Low,192563.26,197623.46,100.0,High,Retail Client B,13,0,5060.1999999999825,2.63,False,True
PRJ0237,API Integration - BFSI Client F #237,Sneha Reddy,Atlas,QA & Testing,API Integration,2023-10-29,2024-03-14,2024-03-22,Completed,Low,61013.28,55508.82,100.0,Medium,BFSI Client F,15,0,-5504.459999999999,-9.02,False,False
PRJ0238,ML Model - Healthcare Client C #238,Meera Krishnan,Aurora,QA & Testing,ML Model,2023-08-03,2024-02-29,2024-02-08,Delayed,Medium,107566.6,155168.5,100.0,High,Healthcare Client C,14,21,47601.899999999994,44.25,True,True
PRJ0239,Mobile App - Logistics Client E #239,Aditya Verma,Quantum,AI/ML,Mobile App,2025-02-18,2025-06-08,2025-06-18,Completed,Low,132533.59,131476.6,100.0,Medium,Logistics Client E,11,0,-1056.9899999999907,-0.8,False,False
PRJ0240,Mobile App - AI/ML #240,Divya Pillai,Titan,AI/ML,Mobile App,2023-01-26,2023-07-11,2023-06-02,Delayed,Critical,11102.47,14989.16,100.0,High,Internal,5,39,3886.6900000000005,35.01,True,True
PRJ0241,ML Model - EdTech Client D #241,Ananya Rao,Nova,Cloud Infrastructure,ML Model,2025-02-10,2025-07-19,2025-07-28,Completed,High,27749.09,28404.16,100.0,Medium,EdTech Client D,3,0,655.0699999999997,2.36,False,True
PRJ0242,ML Model - BFSI Client F #242,Meera Krishnan,Comet,QA & Testing,ML Model,2024-06-07,2025-04-23,2025-01-23,Delayed,Medium,290593.5,310583.99,100.0,Medium,BFSI Client F,15,90,19990.48999999999,6.88,True,True
PRJ0243,Web App - Customer Platforms #243,Arjun Nair,Comet,Customer Platforms,Web App,2025-01-31,2025-04-28,2025-05-05,Completed,High,91637.51,93103.41,100.0,High,Internal,6,0,1465.9000000000087,1.6,False,True
PRJ0244,ML Model - Healthcare Client C #244,Suresh Kumar,Pulsar,QA & Testing,ML Model,2023-10-29,2024-04-17,2024-03-21,Delayed,Low,118097.13,158726.3,100.0,Medium,Healthcare Client C,5,27,40629.169999999984,34.4,True,True
PRJ0245,Data Pipeline - Retail Client B #245,Sneha Reddy,Quantum,Cloud Infrastructure,Data Pipeline,2024-08-21,2025-04-22,2025-04-24,Completed,Critical,7908.87,6785.72,100.0,Medium,Retail Client B,7,0,-1123.1499999999996,-14.2,False,False
PRJ0246,Dashboard - EdTech Client D #246,Suresh Kumar,Comet,Customer Platforms,Dashboard,2025-03-19,2025-09-06,2025-09-11,Completed,Medium,101595.65,97031.87,100.0,Medium,EdTech Client D,11,0,-4563.779999999999,-4.49,False,False
PRJ0247,Internal Tool - BFSI Client F #247,Priya Menon,Quantum,Customer Platforms,Internal Tool,2023-04-05,2023-07-28,2023-08-02,Completed,Medium,127908.75,117952.28,100.0,Low,BFSI Client F,6,0,-9956.470000000001,-7.78,False,False
PRJ0248,Mobile App - AI/ML #248,Meera Krishnan,Zenith,AI/ML,Mobile App,2024-11-15,2025-03-04,2025-03-13,Completed,Medium,65280.01,58671.42,100.0,Low,Internal,10,0,-6608.590000000004,-10.12,False,False
PRJ0249,Cloud Migration - EdTech Client D #249,Divya Pillai,Orion,Mobile Apps,Cloud Migration,2023-01-26,2023-12-25,2023-10-16,Delayed,High,218993.59,268972.91,100.0,Low,EdTech Client D,11,70,49979.31999999998,22.82,True,True
PRJ0250,Mobile App - Fintech Client A #250,Meera Krishnan,Pulsar,Data & Analytics,Mobile App,2023-06-21,2024-01-31,2024-02-03,Completed,Critical,145901.07,143576.43,100.0,High,Fintech Client A,11,0,-2324.640000000014,-1.59,False,False
PRJ0251,Mobile App - BFSI Client F #251,Karthik Iyer,Orion,Mobile Apps,Mobile App,2025-02-03,2025-08-27,2025-08-27,Completed,High,7731.59,6707.19,100.0,Low,BFSI Client F,5,0,-1024.4000000000005,-13.25,False,False
PRJ0252,Cloud Migration - Healthcare Client C #252,Suresh Kumar,Orion,AI/ML,Cloud Migration,2024-02-22,2024-06-30,2024-06-30,Completed,Medium,154949.97,143778.14,100.0,Not Assessed,Healthcare Client C,10,0,-11171.829999999987,-7.21,False,False
PRJ0253,Mobile App - QA & Testing #253,Rohit Sharma,Nimbus,QA & Testing,Mobile App,2024-01-02,2024-09-21,2024-09-25,Completed,High,37852.29,36766.43,100.0,Low,Internal,11,0,-1085.8600000000006,-2.87,False,False
PRJ0254,Dashboard - Mobile Apps #254,Neha Kapoor,Vega,Mobile Apps,Dashboard,2023-06-10,2023-11-15,2023-11-23,Completed,Critical,24820.64,22561.85,100.0,Medium,Internal,6,0,-2258.790000000001,-9.1,False,False
PRJ0255,Web App - Logistics Client E #255,Neha Kapoor,Aurora,Customer Platforms,Web App,2024-07-20,2025-06-16,2025-03-30,Delayed,Critical,46767.59,60267.61,100.0,High,Logistics Client E,11,78,13500.020000000004,28.87,True,True
PRJ0256,ML Model - Logistics Client E #256,Aditya Verma,Atlas,Cloud Infrastructure,ML Model,2024-02-27,2024-12-12,2024-11-14,Delayed,High,267586.2,304597.44,100.0,High,Logistics Client E,13,28,37011.23999999999,13.83,True,True
PRJ0257,Dashboard - Data & Analytics #257,Suresh Kumar,Comet,Data & Analytics,Dashboard,2024-10-22,2025-04-27,2025-04-10,Delayed,Critical,30740.05,34704.5,100.0,High,Internal,4,17,3964.4500000000007,12.9,True,True
PRJ0258,Mobile App - Healthcare Client C #258,Neha Kapoor,Nova,Cloud Infrastructure,Mobile App,2023-10-19,2024-06-25,2024-04-24,Delayed,Low,86810.91,102553.06,100.0,Low,Healthcare Client C,4,62,15742.149999999994,18.13,True,True
PRJ0259,API Integration - Logistics Client E #259,Suresh Kumar,Nimbus,Data & Analytics,API Integration,2024-03-14,2024-05-16,2024-05-26,Completed,Medium,24611.82,23066.81,100.0,Medium,Logistics Client E,3,0,-1545.0099999999984,-6.28,False,False
PRJ0260,Dashboard - Govt Client G #260,Vikram Malhotra,Pulsar,QA & Testing,Dashboard,2024-01-03,2024-11-13,2024-08-18,Delayed,Critical,85402.39,110395.49,100.0,Medium,Govt Client G,7,87,24993.100000000006,29.27,True,True
PRJ0261,Mobile App - EdTech Client D #261,Karthik Iyer,Quantum,Data & Analytics,Mobile App,2025-01-14,2025-02-23,2025-03-04,Completed,High,61621.52,59512.84,100.0,Low,EdTech Client D,3,0,-2108.6800000000003,-3.42,False,False
PRJ0262,Data Pipeline - Govt Client G #262,Sneha Reddy,Quantum,Engineering,Data Pipeline,2024-01-10,2024-05-15,2024-05-19,Completed,Critical,129018.38,113120.25,100.0,Medium,Govt Client G,6,0,-15898.130000000005,-12.32,False,False
PRJ0263,Data Pipeline - Healthcare Client C #263,Ananya Rao,Quantum,Cloud Infrastructure,Data Pipeline,2025-02-14,2025-10-10,2025-07-25,Delayed,High,56315.35,73985.15,100.0,High,Healthcare Client C,5,77,17669.799999999996,31.38,True,True
PRJ0264,Dashboard - Healthcare Client C #264,Ananya Rao,Pulsar,Mobile Apps,Dashboard,2023-08-26,2023-11-11,2023-10-11,Delayed,Medium,66479.06,83574.42,100.0,Medium,Healthcare Client C,7,31,17095.36,25.72,True,True
PRJ0265,Mobile App - Logistics Client E #265,Ananya Rao,Falcon,Mobile Apps,Mobile App,2024-12-21,2025-05-29,2025-06-02,Completed,Low,261064.5,252116.85,100.0,Medium,Logistics Client E,13,0,-8947.649999999994,-3.43,False,False
PRJ0266,Cloud Migration - Fintech Client A #266,Suresh Kumar,Pulsar,Mobile Apps,Cloud Migration,2024-01-21,2024-11-27,2024-10-09,Delayed,High,77259.31,96168.11,100.0,High,Fintech Client A,6,49,18908.800000000003,24.47,True,True
PRJ0267,ML Model - Retail Client B #267,Vikram Malhotra,Nova,AI/ML,ML Model,2023-03-20,2023-09-22,2023-08-28,Delayed,Critical,96962.04,115858.89,100.0,High,Retail Client B,13,25,18896.850000000006,19.49,True,True
PRJ0268,Dashboard - Fintech Client A #268,Arjun Nair,Vega,Data & Analytics,Dashboard,2024-11-22,2025-06-19,2025-04-23,Delayed,High,58461.91,61909.9,100.0,High,Fintech Client A,10,57,3447.989999999998,5.9,True,True
PRJ0269,Data Pipeline - Data & Analytics #269,Neha Kapoor,Nova,Data & Analytics,Data Pipeline,2023-02-27,2023-05-04,2023-05-10,Completed,High,155513.95,150828.55,100.0,Not Assessed,Internal,7,0,-4685.400000000023,-3.01,False,False
PRJ0270,Mobile App - EdTech Client D #270,Neha Kapoor,Aurora,QA & Testing,Mobile App,2023-08-10,2023-12-30,2024-01-01,Completed,Medium,286006.13,255653.09,100.0,Low,EdTech Client D,12,0,-30353.040000000008,-10.61,False,False
PRJ0271,Data Pipeline - EdTech Client D #271,Suresh Kumar,Nova,AI/ML,Data Pipeline,2025-01-11,2025-08-03,2025-08-04,Completed,Critical,177712.76,159224.01,100.0,Medium,EdTech Client D,8,0,-18488.75,-10.4,False,False
PRJ0272,Data Pipeline - BFSI Client F #272,Meera Krishnan,Quantum,Data & Analytics,Data Pipeline,2024-09-12,2024-11-05,2024-11-05,Completed,Medium,59724.96,61250.96,100.0,Medium,BFSI Client F,5,0,1526.0,2.56,False,True
PRJ0273,Web App - Retail Client B #273,Neha Kapoor,Zenith,Engineering,Web App,2025-03-04,2025-09-23,2025-09-23,Completed,High,142017.55,140530.42,100.0,Low,Retail Client B,13,0,-1487.1299999999756,-1.05,False,False
PRJ0274,Internal Tool - Fintech Client A #274,Arjun Nair,Vega,Mobile Apps,Internal Tool,2023-05-18,2023-08-20,2023-08-21,Completed,Low,186147.54,168771.29,100.0,Medium,Fintech Client A,10,0,-17376.25,-9.33,False,False
PRJ0275,Mobile App - Data & Analytics #275,Aditya Verma,Falcon,Data & Analytics,Mobile App,2024-06-16,2024-07-12,2024-07-17,Completed,Medium,144491.05,134632.28,100.0,Medium,Internal,9,0,-9858.76999999999,-6.82,False,False
PRJ0276,API Integration - BFSI Client F #276,Sneha Reddy,Titan,AI/ML,API Integration,2024-09-18,2025-03-12,2024-12-27,Delayed,Medium,131838.79,179764.22,100.0,High,BFSI Client F,13,75,47925.42999999999,36.35,True,True
PRJ0277,API Integration - EdTech Client D #277,Sneha Reddy,Zenith,AI/ML,API Integration,2025-03-03,2025-09-19,2025-09-29,Completed,High,161306.96,140952.79,100.0,Medium,EdTech Client D,9,0,-20354.169999999984,-12.62,False,False
PRJ0278,API Integration - BFSI Client F #278,Karthik Iyer,Orion,Data & Analytics,API Integration,2025-03-31,2025-09-15,2025-09-17,Completed,Critical,204387.84,189635.28,100.0,Low,BFSI Client F,12,0,-14752.559999999998,-7.22,False,False
PRJ0279,Mobile App - BFSI Client F #279,Vikram Malhotra,Nova,Customer Platforms,Mobile App,2023-03-07,2023-06-06,2023-06-12,Completed,Low,57175.25,59241.39,100.0,Low,BFSI Client F,6,0,2066.1399999999994,3.61,False,True
PRJ0280,Data Pipeline - Cloud Infrastructure #280,Suresh Kumar,Aurora,Cloud Infrastructure,Data Pipeline,2024-10-17,2025-03-14,2025-03-22,Completed,High,12463.39,11306.8,100.0,Medium,Internal,10,0,-1156.5900000000001,-9.28,False,False
PRJ0281,Web App - Retail Client B #281,Karthik Iyer,Aurora,AI/ML,Web App,2024-01-04,2024-05-14,2024-04-04,Delayed,High,13085.89,17821.27,100.0,Medium,Retail Client B,13,40,4735.380000000001,36.19,True,True
PRJ0282,Mobile App - AI/ML #282,Meera Krishnan,Atlas,AI/ML,Mobile App,2023-04-03,2023-09-11,2023-09-20,Completed,Low,123908.33,113948.46,100.0,Low,Internal,7,0,-9959.869999999995,-8.04,False,False
PRJ0283,Web App - BFSI Client F #283,Vikram Malhotra,Atlas,AI/ML,Web App,2023-09-25,2023-11-30,2023-12-08,Completed,Medium,113791.29,103419.26,100.0,Medium,BFSI Client F,9,0,-10372.029999999999,-9.11,False,False
PRJ0284,Dashboard - EdTech Client D #284,Suresh Kumar,Quantum,Cloud Infrastructure,Dashboard,2024-01-22,2024-07-07,2024-07-14,Completed,Medium,187092.45,184532.83,100.0,Low,EdTech Client D,10,0,-2559.6200000000244,-1.37,False,False
PRJ0285,Internal Tool - Fintech Client A #285,Sneha Reddy,Orion,Mobile Apps,Internal Tool,2024-10-10,2025-07-13,2025-05-29,Delayed,Critical,99413.99,120785.05,100.0,Medium,Fintech Client A,6,45,21371.059999999998,21.5,True,True
PRJ0286,Mobile App - EdTech Client D #286,Karthik Iyer,Titan,QA & Testing,Mobile App,2024-02-13,2024-09-29,2024-09-02,Delayed,Medium,278386.05,345371.91,100.0,High,EdTech Client D,14,27,66985.85999999999,24.06,True,True
PRJ0287,Dashboard - Healthcare Client C #287,Aditya Verma,Nova,Cloud Infrastructure,Dashboard,2025-01-24,2025-04-12,2025-04-15,Completed,Medium,107489.21,96293.3,100.0,Medium,Healthcare Client C,6,0,-11195.910000000003,-10.42,False,False
PRJ0288,Mobile App - Fintech Client A #288,Rohit Sharma,Nova,Cloud Infrastructure,Mobile App,2024-11-23,2025-06-02,2025-06-10,Completed,Critical,151180.2,157469.09,100.0,High,Fintech Client A,10,0,6288.889999999985,4.16,False,True
PRJ0289,Dashboard - EdTech Client D #289,Suresh Kumar,Zenith,Cloud Infrastructure,Dashboard,2023-07-07,2024-05-05,2024-02-17,Delayed,Low,81907.46,90204.55,100.0,High,EdTech Client D,11,78,8297.089999999997,10.13,True,True
PRJ0290,Internal Tool - Logistics Client E #290,Meera Krishnan,Falcon,AI/ML,Internal Tool,2024-12-03,2025-09-28,2025-07-19,Delayed,Medium,57577.54,71052.31,100.0,Not Assessed,Logistics Client E,5,71,13474.769999999997,23.4,True,True
PRJ0291,API Integration - Fintech Client A #291,Suresh Kumar,Vega,Data & Analytics,API Integration,2024-01-06,2024-08-18,2024-07-10,Delayed,Medium,37131.54,45988.83,100.0,High,Fintech Client A,7,39,8857.29,23.85,True,True
PRJ0292,API Integration - BFSI Client F #292,Karthik Iyer,Vega,Mobile Apps,API Integration,2024-01-09,2024-10-04,2024-09-13,Delayed,Medium,66883.31,96426.27,100.0,Medium,BFSI Client F,9,21,29542.960000000006,44.17,True,True
PRJ0293,Internal Tool - BFSI Client F #293,Karthik Iyer,Titan,QA & Testing,Internal Tool,2023-07-20,2023-10-01,2023-09-25,Delayed,High,345906.03,387637.14,100.0,Medium,BFSI Client F,15,6,41731.109999999986,12.06,True,True
PRJ0294,Dashboard - Logistics Client E #294,Meera Krishnan,Comet,Customer Platforms,Dashboard,2023-11-04,2024-02-23,2024-02-06,Delayed,Low,228201.0,302644.11,100.0,Low,Logistics Client E,11,17,74443.10999999999,32.62,True,True
PRJ0295,API Integration - Govt Client G #295,Rohit Sharma,Comet,Mobile Apps,API Integration,2023-09-24,2024-01-20,2024-01-24,Completed,Low,111104.41,102085.85,100.0,Low,Govt Client G,8,0,-9018.559999999998,-8.12,False,False
PRJ0296,Cloud Migration - Retail Client B #296,Karthik Iyer,Nimbus,QA & Testing,Cloud Migration,2023-12-30,2024-04-14,2024-04-21,Completed,Low,165622.91,170248.18,100.0,Medium,Retail Client B,13,0,4625.2699999999895,2.79,False,True
PRJ0297,Internal Tool - Logistics Client E #297,Priya Menon,Nova,QA & Testing,Internal Tool,2024-10-08,2025-04-11,2025-04-12,Completed,Medium,123717.27,109168.11,100.0,Low,Logistics Client E,12,0,-14549.160000000003,-11.76,False,False
PRJ0298,Cloud Migration - BFSI Client F #298,Sneha Reddy,Aurora,Cloud Infrastructure,Cloud Migration,2024-03-31,2024-11-08,2024-11-15,Completed,Critical,145612.77,135827.27,100.0,Low,BFSI Client F,8,0,-9785.5,-6.72,False,False
PRJ0299,Mobile App - EdTech Client D #299,Neha Kapoor,Atlas,QA & Testing,Mobile App,2023-08-04,2023-12-19,2023-10-15,Delayed,High,30322.93,38491.12,100.0,Medium,EdTech Client D,10,65,8168.190000000002,26.94,True,True
PRJ0300,Data Pipeline - EdTech Client D #300,Rohit Sharma,Orion,Customer Platforms,Data Pipeline,2023-03-28,2023-11-21,2023-10-11,Delayed,Medium,73039.73,89639.04,100.0,Low,EdTech Client D,9,41,16599.309999999998,22.73,True,True
